0 1.63096e-09 1.27109e-09 2.45738e-07
0.120012 1.63096e-09 1.27109e-09 2.45738e-07
0.240024 1.63096e-09 1.27109e-09 2.45738e-07
0.360036 1.63096e-09 1.27109e-09 2.45738e-07
0.480048 1.63096e-09 1.27109e-09 2.45738e-07
0.60006 1.63096e-09 1.27109e-09 2.45738e-07
0.720072 1.63096e-09 1.27109e-09 2.45738e-07
0.840084 1.63096e-09 1.27109e-09 2.45738e-07
0.960096 1.63096e-09 1.27109e-09 2.45738e-07
1.08011 1.63096e-09 1.27109e-09 2.45738e-07
1.20012 1.63096e-09 1.27109e-09 2.45738e-07
1.32013 1.63096e-09 1.27109e-09 2.45738e-07
1.44014 1.63096e-09 1.27109e-09 2.45738e-07
1.56016 1.63096e-09 1.27109e-09 2.45738e-07
1.68017 1.63096e-09 1.27109e-09 2.45738e-07
1.80018 1.63096e-09 1.27109e-09 2.45738e-07
1.92019 1.63096e-09 1.27109e-09 2.45738e-07
2.0402 1.63096e-09 1.27109e-09 2.45738e-07
2.16022 1.63096e-09 1.27109e-09 2.45738e-07
2.28023 1.63096e-09 1.27109e-09 2.45738e-07
2.40024 1.63096e-09 1.27109e-09 2.45738e-07
2.52025 1.63096e-09 1.27109e-09 2.45738e-07
2.64026 1.63096e-09 1.27109e-09 2.45738e-07
2.76028 1.63096e-09 1.27109e-09 2.45738e-07
2.88029 1.63096e-09 1.27109e-09 2.45738e-07
3.0003 1.63096e-09 1.27109e-09 2.45738e-07
3.12031 1.63096e-09 1.27109e-09 2.45738e-07
3.24032 1.63096e-09 1.27109e-09 2.45738e-07
3.36034 1.63096e-09 1.27109e-09 2.45738e-07
3.48035 1.63096e-09 1.27109e-09 2.45738e-07
3.60036 1.63096e-09 1.27109e-09 2.45738e-07
3.72037 1.63096e-09 1.27109e-09 2.45738e-07
3.84038 1.63096e-09 1.27109e-09 2.45738e-07
3.9604 1.63096e-09 1.27109e-09 2.45738e-07
4.08041 1.63096e-09 1.27109e-09 2.45738e-07
4.20042 1.63096e-09 1.27109e-09 2.45738e-07
4.32043 1.63096e-09 1.27109e-09 2.45738e-07
4.44044 1.63096e-09 1.27109e-09 2.45738e-07
4.56046 1.63096e-09 1.27109e-09 2.45738e-07
4.68047 1.63096e-09 1.27109e-09 2.45738e-07
4.80048 1.63096e-09 1.27109e-09 2.45738e-07
4.92049 1.63096e-09 1.27109e-09 2.45738e-07
5.0405 1.63096e-09 1.27109e-09 2.45738e-07
5.16052 1.63096e-09 1.27109e-09 2.45738e-07
5.28053 1.63096e-09 1.27109e-09 2.45738e-07
5.40054 1.63096e-09 1.27109e-09 2.45738e-07
5.52055 1.63096e-09 1.27109e-09 2.45738e-07
5.64056 1.63096e-09 1.27109e-09 2.45738e-07
5.76058 1.63096e-09 1.27109e-09 2.45738e-07
5.88059 1.63096e-09 1.27109e-09 2.45738e-07
6.0006 1.63096e-09 1.27109e-09 2.45738e-07
6.12061 1.63096e-09 1.27109e-09 2.45738e-07
6.24062 1.63096e-09 1.27109e-09 2.45738e-07
6.36064 1.63096e-09 1.27109e-09 2.45738e-07
6.48065 1.63096e-09 1.27109e-09 2.45738e-07
6.60066 1.63096e-09 1.27109e-09 2.45738e-07
6.72067 1.63096e-09 1.27109e-09 2.45738e-07
6.84068 1.63096e-09 1.27109e-09 2.45738e-07
6.9607 1.63096e-09 1.27109e-09 2.45738e-07
7.08071 1.63096e-09 1.27109e-09 2.45738e-07
7.20072 1.63096e-09 1.27109e-09 2.45738e-07
