-142.478 0.00141202 9.09952e-06
-142.421 0.00141342 9.12619e-06
-142.364 0.00141483 9.15291e-06
-142.307 0.00141623 9.17969e-06
-142.25 0.00141764 9.20652e-06
-142.193 0.00141904 9.23341e-06
-142.136 0.00142045 9.26035e-06
-142.079 0.00142185 9.28736e-06
-142.022 0.00142326 9.31443e-06
-141.965 0.00142467 9.34155e-06
-141.908 0.00142608 9.36874e-06
-141.851 0.00142749 9.396e-06
-141.794 0.0014289 9.42332e-06
-141.737 0.00143032 9.45071e-06
-141.68 0.00143173 9.47816e-06
-141.623 0.00143314 9.50568e-06
-141.566 0.00143456 9.53327e-06
-141.509 0.00143598 9.56094e-06
-141.452 0.00143739 9.58867e-06
-141.395 0.00143881 9.61648e-06
-141.338 0.00144023 9.64437e-06
-141.281 0.00144165 9.67233e-06
-141.224 0.00144307 9.70037e-06
-141.167 0.00144449 9.72849e-06
-141.11 0.00144591 9.75668e-06
-141.053 0.00144733 9.78496e-06
-140.996 0.00144876 9.81332e-06
-140.939 0.00145018 9.84177e-06
-140.882 0.00145161 9.87029e-06
-140.825 0.00145304 9.89891e-06
-140.768 0.00145446 9.92761e-06
-140.711 0.00145589 9.9564e-06
-140.654 0.00145732 9.98528e-06
-140.597 0.00145875 1.00143e-05
-140.54 0.00146018 1.00433e-05
-140.483 0.00146161 1.00725e-05
-140.426 0.00146305 1.01017e-05
-140.369 0.00146448 1.01311e-05
-140.312 0.00146591 1.01605e-05
-140.255 0.00146735 1.01901e-05
-140.198 0.00146879 1.02197e-05
-140.141 0.00147022 1.02495e-05
-140.084 0.00147166 1.02793e-05
-140.027 0.0014731 1.03093e-05
-139.97 0.00147454 1.03393e-05
-139.913 0.00147598 1.03695e-05
-139.856 0.00147742 1.03998e-05
-139.799 0.00147887 1.04302e-05
-139.742 0.00148031 1.04607e-05
-139.685 0.00148176 1.04913e-05
-139.628 0.0014832 1.0522e-05
-139.571 0.00148465 1.05528e-05
-139.514 0.00148609 1.05838e-05
-139.457 0.00148754 1.06149e-05
-139.4 0.00148899 1.06461e-05
-139.343 0.00149044 1.06774e-05
-139.286 0.00149189 1.07088e-05
-139.229 0.00149335 1.07404e-05
-139.172 0.0014948 1.07721e-05
-139.115 0.00149625 1.08039e-05
-139.058 0.00149771 1.08359e-05
-139.001 0.00149916 1.08679e-05
-138.944 0.00150062 1.09001e-05
-138.887 0.00150208 1.09325e-05
-138.83 0.00150354 1.0965e-05
-138.773 0.001505 1.09976e-05
-138.716 0.00150646 1.10303e-05
-138.659 0.00150792 1.10632e-05
-138.602 0.00150938 1.10962e-05
-138.545 0.00151084 1.11293e-05
-138.488 0.00151231 1.11626e-05
-138.431 0.00151377 1.1196e-05
-138.374 0.00151524 1.12296e-05
-138.317 0.00151671 1.12633e-05
-138.26 0.00151818 1.12971e-05
-138.203 0.00151964 1.13311e-05
-138.146 0.00152111 1.13652e-05
-138.089 0.00152259 1.13994e-05
-138.032 0.00152406 1.14338e-05
-137.975 0.00152553 1.14684e-05
-137.918 0.001527 1.1503e-05
-137.861 0.00152848 1.15378e-05
-137.804 0.00152995 1.15728e-05
-137.747 0.00153143 1.16079e-05
-137.69 0.00153291 1.16431e-05
-137.633 0.00153439 1.16784e-05
-137.576 0.00153587 1.17139e-05
-137.519 0.00153735 1.17495e-05
-137.462 0.00153883 1.17853e-05
-137.405 0.00154031 1.18212e-05
-137.348 0.00154179 1.18572e-05
-137.291 0.00154328 1.18933e-05
-137.234 0.00154476 1.19295e-05
-137.177 0.00154625 1.19659e-05
-137.12 0.00154774 1.20024e-05
-137.063 0.00154922 1.2039e-05
-137.006 0.00155071 1.20757e-05
-136.949 0.0015522 1.21126e-05
-136.892 0.00155369 1.21495e-05
-136.835 0.00155519 1.21866e-05
-136.778 0.00155668 1.22238e-05
-136.721 0.00155817 1.22611e-05
-136.664 0.00155967 1.22984e-05
-136.607 0.00156116 1.23359e-05
-136.55 0.00156266 1.23735e-05
-136.493 0.00156416 1.24112e-05
-136.436 0.00156566 1.2449e-05
-136.379 0.00156716 1.24869e-05
-136.322 0.00156866 1.25248e-05
-136.265 0.00157016 1.25629e-05
-136.208 0.00157167 1.26011e-05
-136.151 0.00157317 1.26393e-05
-136.094 0.00157467 1.26777e-05
-136.037 0.00157618 1.27161e-05
-135.98 0.00157769 1.27546e-05
-135.923 0.0015792 1.27932e-05
-135.866 0.00158071 1.2832e-05
-135.809 0.00158222 1.28707e-05
-135.752 0.00158373 1.29096e-05
-135.695 0.00158524 1.29486e-05
-135.638 0.00158676 1.29877e-05
-135.581 0.00158827 1.30268e-05
-135.524 0.00158979 1.3066e-05
-135.467 0.00159131 1.31054e-05
-135.41 0.00159282 1.31448e-05
